"","address","bedroom","bathroom","carspace","soldprice","yearsold","latitude","longitude","distance_to_train_station.km.","distance_class"
"151","1/5A Clanalpine Street Eastwood 2122",4,2,2,560000,2005-11-01,-33.7934057851291,151.081700209101,0.392010935558569,"(0.25,0.5]"
"152","2/5A Clanalpine Street Eastwood 2122",4,2,2,555000,2005-10-01,-33.7934057851291,151.081700209101,0.392010935558569,"(0.25,0.5]"
"153","6/17 Rutledge Street Eastwood 2122",3,2,2,540000,2005-09-01,-33.7934683979459,151.076310812997,0.666812400279325,"(0.5,0.75]"
"154","1/20 Culgoa Avenue Eastwood 2122",3,NA,NA,560000,2005-09-01,-33.7838557799272,151.10049503441,1.83006555934312,"(1.75,2]"
"155","3/635 Blaxland Road Eastwood 2122",3,NA,NA,5e+05,2005-09-01,-33.7879272055756,151.086043878964,0.425866671005266,"(0.25,0.5]"
"156","5/7 Sybil Street Eastwood 2122",2,2,1,455000,2005-09-01,-33.7912018894177,151.069235648526,1.19893664292448,"(1,1.25]"
"157","3/5A Clanalpine Street Eastwood 2122",4,2,2,561000,2005-08-01,-33.7934057851291,151.081700209101,0.392010935558569,"(0.25,0.5]"
"158","3/7 Sybil Street Eastwood 2122",3,NA,NA,532000,2005-08-01,-33.7912018894177,151.069235648526,1.19893664292448,"(1,1.25]"
"159","4/39 Norma Avenue Eastwood 2122",3,NA,NA,642000,2005-08-01,-33.7875032908225,151.098690326837,1.55790251968033,"(1.5,1.75]"
"160","3/6 Lovell Road Eastwood 2122",3,1,1,1140000,2005-07-01,-33.7914953817574,151.090068701231,0.758312882347959,"(0.75,1]"
"161","3/31 Alexandria Avenue Eastwood 2122",3,2,2,1150000,2005-07-01,-33.7889301841096,151.090712682852,0.804093147066945,"(0.75,1]"
"162","4/5A Clanalpine Street Eastwood 2122",3,1,1,560000,2005-07-01,-33.7934057851291,151.081700209101,0.392010935558569,"(0.25,0.5]"
"163","4/55 Vimiera Road Eastwood 2122",3,2,1,503000,2005-04-01,-33.7818792433394,151.090303059244,1.17184106391125,"(1,1.25]"
"164","1/39 Norma Avenue Eastwood 2122",3,NA,NA,669000,2005-02-01,-33.7875032908225,151.098690326837,1.55790251968033,"(1.5,1.75]"
"165","7/16 Ethel Street Eastwood 2122",2,1,1,339000,2005-02-01,-33.7896100402761,151.084112101739,0.188929033767358,"(0,0.25]"
"166","2/39 Norma Avenue Eastwood 2122",3,NA,NA,660000,2005-02-01,-33.7875032908225,151.098690326837,1.55790251968033,"(1.5,1.75]"
"167","2/21 Campbell Street Eastwood 2122",3,2,NA,620000,2004-12-01,-33.7948965904279,151.075013881119,0.859729400312028,"(0.75,1]"
"168","1/13 Third Avenue Eastwood 2122",3,2,1,632000,2004-12-01,-33.794246196651,151.08601303356,0.604258174987831,"(0.5,0.75]"
"169","4/11 Trelawney Street Eastwood 2122",2,2,1,1030000,2004-12-01,-33.7939012813353,151.079963394944,0.487309867687424,"(0.25,0.5]"
"170","5/231 North Road Eastwood 2122",3,NA,NA,1130000,2004-12-01,-33.7844643480072,151.098422189755,1.62682521581106,"(1.5,1.75]"
"171","3/57 Vimiera Road Eastwood 2122",3,2,1,535000,2004-10-01,-33.7818205281076,151.09050858351,1.18918078262847,"(1,1.25]"
"172","3/27 Munro Street Eastwood 2122",3,2,NA,530000,2004-07-01,-33.784281622518,151.091780034402,1.09235534954766,"(1,1.25]"
"173","4/50 Lovell Road Eastwood 2122",3,2,NA,535000,2004-05-01,-33.791804380618,151.095005306925,1.21260488110273,"(1,1.25]"
"174","2/17 Edgar Street Eastwood 2122",2,NA,NA,445000,2004-04-01,-33.7889277114481,151.088599018328,0.610928621619639,"(0.5,0.75]"
"175","3/222 North Road Eastwood 2122",3,NA,NA,525000,2003-12-01,-33.7867516436552,151.098701810045,1.57543408140277,"(1.5,1.75]"
